Date,Well,Row,Column,Cell line,Sensor,Ligand,Ligand dose [ng/ml],Ligand time [min],Drug,Drug dose [nM],Drug time [min],Start time of early response analysis [min],End time of early response analysis [min],Start time of late response analysis [min],End time of late response analysis [min],Pulsatile threshold,Cell ID,Early PC1,Early PC2,Early PC3,Late PC1,Late PC2,Amplitude,nEdge,SNR,peak duration,peak distance,pulsatile score
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,5,NaN,NaN,NaN,0.108252,0.176342,0.0189243,17,33.5363,103.423,130.587,0.591727
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,7,-0.165665,-0.13452,-0.0071777,0.366739,0.206819,0.0202823,7,37.1062,NaN,188.404,0.172334
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,8,-0.0871443,0.0507347,0.00815134,0.200991,-0.0316647,0.0130652,3,37.1447,NaN,NaN,0.0670802
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,11,-0.0815005,0.074962,0.0597,0.397509,0.141024,0.0165241,7,30.0925,168.218,NaN,0.153398
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,12,-0.140097,0.0293008,0.0336444,-0.0152837,0.245872,0.0140076,4,41.8779,194.385,NaN,0.109709
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,15,-0.486434,0.0535321,0.149266,-0.0935071,0.463408,0.0526965,28,47.4763,74.0513,96.0421,1.90366
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,16,-0.262383,0.00951777,0.0675476,0.00920648,0.392331,0.0214703,7,39.031,123.359,170.46,0.295325
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,17,-0.238867,-0.0857541,0.103431,-0.273981,0.255084,0.0133511,5,29.517,104.669,NaN,0.14334
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,19,-0.209285,-0.0207664,0.0891361,-0.0471007,0.347931,0.0203352,5,35.7671,266.656,NaN,0.113741
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,25,-0.149844,0.0144936,0.000973916,0.227438,0.25884,0.0212009,12,37.3239,149.527,191.394,0.353094
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,32,-0.2584,-0.0499354,0.0243048,-0.306112,0.229174,0.0247552,10,37.8996,112.145,228.963,0.35028
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,33,-0.450886,0.206181,-0.0161539,0.150907,0.162755,0.050981,36,34.3626,64.5457,78.9413,2.23757
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,34,-0.135612,-0.105115,0.00730227,0.0864375,0.221787,0.00962175,7,18.9684,100.931,NaN,0.131293
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,35,-0.108819,0.0585636,0.0321556,0.335381,0.013338,0.0199624,14,33.3281,92.5196,127.098,0.565402
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,36,-0.105092,0.122879,0.00616906,0.500459,0.0357516,0.0110376,3,21.2181,142.05,NaN,0.0696507
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,37,-0.170879,0.0907539,0.025471,0.121451,0.0697393,0.0279503,19,37.003,79.9393,114.344,0.926641
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,42,-0.450886,0.206181,-0.0161539,0.279683,0.333532,0.0513947,19,59.1873,93.9882,107.747,1.36405
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,44,-0.193309,0.0929045,-0.0027431,0.459594,0.0963678,0.0151938,7,29.4109,100.93,293.072,0.192615
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,47,-0.238642,-0.0121739,0.0989725,-0.017274,0.25641,0.0281319,16,37.0444,106.912,133.506,0.66307
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,49,NaN,NaN,NaN,0.329602,-0.135764,0.0408013,32,34.6544,70.056,82.7381,1.80832
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,50,-0.293862,0.00359485,0.11607,-0.346588,0.467445,0.0314106,16,53.5709,98.6876,169.82,0.763413
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,54,-0.124893,0.0950506,0.125228,-0.209368,0.09826,0.0153012,11,25.6866,166.615,214.322,0.221963
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,55,-0.179495,0.176916,0.00735981,0.341687,-0.146201,0.0166543,17,28.1299,88.8853,160.492,0.505319
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,56,-0.152716,0.0764182,0.0704145,0.475322,0.231264,0.0194959,9,33.5257,102.177,233.902,0.293959
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,57,-0.206739,0.164304,0.0459799,0.627973,0.112767,0.0265411,11,30.8828,107.873,278.286,0.318938
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,58,NaN,NaN,NaN,0.0958834,0.172519,0.0234269,16,41.3478,91.9589,143.652,0.685077
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,60,-0.118901,0.0262629,0.104102,-0.016982,0.162268,0.0188576,16,34.1033,123.775,148.459,0.490723
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,61,NaN,NaN,NaN,0.000747207,0.00858983,0.0259914,17,31.1405,90.339,116.631,0.717589
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,62,-0.175094,0.0233483,-0.0157744,0.104002,0.229903,0.00855554,4,19.5045,85.9778,112.145,0.156227
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,63,-0.209531,-0.00861682,0.0533534,0.33829,0.349174,0.0232464,20,37.4594,113.64,137.066,0.695029
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,64,-0.0961839,-0.0305361,0.018258,0.0190493,0.102288,0.0109798,5,27.0247,NaN,NaN,0.0759018
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,67,NaN,NaN,NaN,0.784656,0.0448841,0.0271893,13,38.5513,109.341,155.644,0.533299
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,68,-0.243881,0.00692081,-0.033046,-0.10095,0.401544,0.0257475,16,32.6721,129.234,154.867,0.510577
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,69,-0.250601,0.142973,0.0301276,0.320386,0.195415,0.0250433,26,31.2127,86.6575,114.949,0.968736
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,72,-0.134356,0.103963,0.0151566,0.154322,0.143173,0.011603,11,24.4228,89.716,140.389,0.332325
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,73,-0.173328,0.145533,0.0210107,0.480315,0.300334,0.0193642,6,34.0704,NaN,NaN,0.116274
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,74,-0.175094,0.0233483,-0.0157744,0.0117527,0.151089,0.0128829,9,22.1665,80.7444,171.956,0.273148
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,75,-0.13898,0.0599337,0.0131386,0.137855,0.0968307,0.0126589,12,27.3826,138.312,222.795,0.245427
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,76,-0.0952636,0.172935,0.0272963,0.172048,0.0171879,0.0192599,15,31.776,122.113,163.329,0.438594
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,77,-0.07348,0.151201,0.022855,0.462095,0.0423672,0.0145286,12,23.697,107.659,207.842,0.28052
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,80,-0.13898,0.0599337,0.0131386,0.133302,0.110184,0.0169781,18,33.6594,109.154,152.798,0.534482
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,81,-0.151792,-0.0342084,0.0555137,-0.179843,0.11773,0.0132921,6,36.647,157.003,NaN,0.147045
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,82,-0.042593,0.122366,0.0175192,0.396585,0.132448,0.0333414,11,55.8546,145.788,173.617,0.504014
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,84,-0.042593,0.122366,0.0175192,0.34263,0.0826972,0.0206859,7,36.539,148.031,146.536,0.277865
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,87,-0.163808,0.164679,0.0192046,0.192545,0.121498,0.0236357,16,38.606,99.4352,129.768,0.671777
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,89,NaN,NaN,NaN,0.347716,0.0725951,0.0154649,4,36.7306,149.527,299.053,0.121269
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,90,-0.147695,0.0208925,0.0782524,-0.0657454,0.117468,0.014093,10,30.3343,101.678,290.642,0.242097
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,92,-0.0403891,0.108609,0.0116577,0.380746,-0.0796361,0.0107602,1,25.3916,NaN,NaN,0.0249926
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,95,-0.146708,0.0920374,0.0191818,0.246194,0.0944364,0.0141919,11,35.4595,121.117,166.141,0.338805
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,96,-0.109473,0.123599,0.0270469,0.293431,-0.0128575,0.0165228,13,21.2112,97.1923,175.354,0.334822
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,98,-0.107476,0.0948112,0.00976238,0.422095,0.120935,0.0145027,15,21.1932,99.0614,205.312,0.3227
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,101,-0.0922013,0.102573,0.0108998,0.360598,-0.0363889,0.0184262,9,32.0907,78.5015,271.284,0.298992
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,103,-0.124348,0.0921033,0.0181949,0.228823,-0.019224,0.01243,1,32.9752,NaN,NaN,0.0298844
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,111,-0.165546,-0.0993709,0.0430471,0.107182,0.137248,0.027361,23,36.6266,79.2491,121.757,1.01196
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,114,-0.260946,0.0510776,0.0382833,-0.132554,0.240026,0.0438644,17,56.5941,86.3932,167.968,0.98141
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,118,-0.252043,0.194022,-0.0058533,0.121405,-0.151324,0.0270166,16,35.9799,129.901,159.673,0.534826
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,119,-0.158,0.0976994,0.0224203,0.465697,0.0359064,0.0156751,2,44.0271,NaN,NaN,0.0592213
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,122,-0.263283,0.117301,0.0326967,0.197182,0.370647,0.0216569,11,39.5594,140.555,245.058,0.314903
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,124,-0.339578,0.0684479,0.0471597,0.405487,0.287006,0.0340228,4,70.2645,239.243,186.908,0.218145
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,125,-0.310495,0.20196,0.0220778,0.257854,0.0203549,0.0353001,22,51.4725,82.2397,102.8,1.35448
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,126,-0.17139,-0.0513129,0.0909606,-0.10298,0.24839,0.0116934,5,21.922,112.145,224.29,0.132055
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,130,-0.258728,0.0175365,0.108203,-0.417505,0.0529966,0.0219703,9,41.2761,183.17,271.284,0.235396
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,133,-0.11792,0.102929,0.0144479,0.311423,-0.0509859,0.0149051,14,28.1111,97.1923,170.087,0.397313
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,135,-0.19006,0.15815,-0.00517102,0.284449,0.181297,0.0342611,13,40.0276,100.515,138.652,0.648602
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,137,-0.258728,0.0175365,0.108203,-0.329315,0.0885985,0.0213602,11,32.6657,154.867,183.586,0.313516
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,138,-0.176868,0.108433,0.00977489,0.30318,-0.0590197,0.0118536,9,24.9455,54.8264,NaN,0.258941
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,141,-0.220486,0.128764,0.0189073,0.393991,-0.0670725,0.0134375,6,30.0179,157.003,NaN,0.133566
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,147,NaN,NaN,NaN,0.317934,-0.166009,0.0334527,33,30.6006,71.1636,82.9632,1.60853
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,149,-0.151808,-0.0059995,0.08406,0.028761,0.210928,0.0141248,9,28.4381,152.019,200.793,0.215162
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,152,-0.179664,0.157999,0.0390812,0.475517,0.126039,0.0110467,6,24.8406,52.3343,127.098,0.302886
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,153,-0.297997,0.0428659,0.0122431,0.169966,0.5488,0.0335323,16,41.9892,137.972,177.296,0.57175
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,154,-0.222598,-0.0438307,-0.0148774,0.323531,0.440786,0.0456299,11,68.5198,93.4542,170.294,0.781631
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,156,-0.110989,0.0891656,0.0286795,0.206478,0.0802998,0.0137193,6,31.1319,82.2397,NaN,0.189246
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,157,NaN,NaN,NaN,0.306558,-0.0423736,0.0199594,11,34.0516,93.9882,221.798,0.365465
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,158,-0.358176,0.15366,-0.00999833,-0.158763,0.340857,0.0451677,15,61.5039,116.631,136.874,0.906154
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,159,-0.32999,-0.160718,0.0156903,-0.0143288,0.240336,0.0174519,17,28.7138,111.397,158.498,0.466113
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,162,-0.182036,0.0793659,0.0329172,-0.00799178,0.069681,0.0147787,14,27.1449,100.93,137.066,0.425579
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,164,-0.256477,0.0912886,0.0862267,0.0604641,0.375439,0.0323909,11,42.3736,138.312,166.141,0.456314
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,165,-0.266315,0.0539002,0.0327265,-0.00329322,0.198201,0.0246874,20,34.5058,97.872,132.082,0.74706
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,167,-0.184678,0.100856,0.0877819,0.293235,-0.0505306,0.0232373,20,32.2888,66.2902,85.5625,1.06919
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,169,NaN,NaN,NaN,0.251744,0.0910822,0.0162417,6,33.2076,NaN,NaN,0.108257
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,171,NaN,NaN,NaN,0.00042187,0.057103,0.00841906,3,20.2014,97.1923,209.337,0.0898673
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,172,-0.242855,0.155944,0.011483,0.163596,-0.165213,0.0270515,25,35.0862,83.4857,113.12,1.05438
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,174,-0.260478,0.225763,0.029938,0.324455,0.103056,0.031736,21,34.4932,100.1,124.343,0.855036
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,175,-0.380907,0.162891,-0.00992703,0.0868338,0.296952,0.0493103,23,53.9698,111.358,121.757,1.26109
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,176,NaN,NaN,NaN,0.198047,0.0902019,0.019199,10,35.3009,89.716,208.403,0.363983
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,177,-0.149128,0.0102461,0.0774476,-0.138395,0.0819581,0.0118004,10,23.6236,133.079,210.272,0.206939
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,178,-0.354173,0.109086,0.0482561,0.168459,0.135383,0.0295177,20,33.1992,69.7791,139.143,0.897429
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,179,-0.242598,0.110336,0.035465,0.174195,0.117812,0.0248261,15,36.3693,111.314,182.308,0.506254
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,181,NaN,NaN,NaN,-0.0270367,0.0790911,0.00658459,3,19.3747,291.577,NaN,0.0391068
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,182,-0.130653,0.0136488,0.0968064,0.0567372,0.15325,0.0138901,11,24.7713,147.658,191.893,0.236935
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,183,-0.253018,0.0285531,0.071682,-0.231129,0.28324,0.0237915,21,30.2389,96.2578,123.556,0.743991
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,185,-0.235226,-0.102197,0.0145776,0.140155,0.236634,0.0205943,4,45.8899,209.337,NaN,0.125838
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,186,-0.395045,0.162674,-0.0104604,0.251128,0.0871982,0.0454223,20,59.6801,106.428,115.052,1.23698
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,187,-0.0708822,0.0184919,0.0102046,0.104291,-0.0146039,0.0107254,4,25.9775,179.432,NaN,0.0822774
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,190,-0.297146,0.209411,0.0205371,0.535364,0.0443033,0.0302136,13,38.2091,114.949,224.97,0.446116
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,191,-0.166331,0.142746,0.0135426,0.427536,-0.0685837,0.0150134,11,27.6067,99.6844,220.136,0.291687
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,193,NaN,NaN,NaN,0.342792,0.0194764,0.00885581,2,19.1163,127.098,NaN,0.0495622
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,194,-0.100547,0.0708783,0.0567179,0.0989918,0.209358,0.0147162,4,31.4978,157.003,201.861,0.131204
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,197,-0.180177,0.127684,0.0768756,-0.000342115,0.315174,0.020739,8,35.785,107.161,272.886,0.259107
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,200,-0.191272,0.121281,-0.00721491,0.362825,0.0485532,0.0190005,17,27.7888,89.0363,168.467,0.511796
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,201,-0.188209,0.197564,0.0269676,0.181094,0.10346,0.0304329,21,38.0323,92.9201,109.784,0.977975
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,203,-0.360086,0.161452,0.0703791,0.327843,0.042428,0.0507103,25,29.6645,76.8401,81.9146,1.46426
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,206,-0.274372,-0.0730049,0.0907927,-0.0218502,0.257453,0.0184079,14,35.7195,132.438,175.071,0.405734
20130722,1,1,1,184A1,F3aN400Venus+NLSmCherry,EGF,100,0,CI-1040,10,-75,-69.2333,72.9333,77.9333,1573.2,0.3,208,-0.329583,0.0412472,0.0662906,0.224518,0.0133196,0.0317325,23,36.6635,72.6866,95.7683,1.25241
